,NAME,WEB_NAME,TEAM,RK,POSITION,COST,AGE,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,MINUTES_PER_ASSIST,MINUTES_PER_GOAL,MINUTES_PER_GAME,MINUTES_PER_POINT,MINUTES_PER_XG,MINUTES_PER_XA,xg_diff,xa_diff
230,jakub kiwior,Kiwior,Arsenal,2,DF,50,23,20,11,946,1,3,0,0,1,0,0.8,0.9,0,8,6,0,67,315.3333333333333,946.0,47.3,14.119402985074627,1182.5,1051.111111111111,0.19999999999999996,2.1
231,harvey elliott,Elliott,Liverpool,3,MF,55,20,34,11,1352,3,6,0,0,2,0,2.7,3.5,0,13,4,0,96,225.33333333333334,450.6666666666667,39.76470588235294,14.083333333333334,500.7407407407407,386.2857142857143,0.2999999999999998,2.5
232,myles peart-harris,Peart-Harris,Brentford,16,MF,45,20,3,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3510.0,3510.0,4.333333333333333,4.333333333333333,35100.0,35100.0,0.0,0.0
233,sergio reguilon,Reguilón,Spurs,5,DF,45,26,9,4,412,0,0,0,0,3,0,0.2,0.7,0,30,5,0,74,3510.0,3510.0,45.77777777777778,5.5675675675675675,2060.0,588.5714285714286,-0.2,-0.7
234,robert sanchez,Sánchez,Chelsea,6,GK,45,25,16,16,1433,0,0,0,0,2,0,0.0,0.0,0,25,3,53,59,3510.0,3510.0,89.5625,24.28813559322034,35100.0,35100.0,0.0,0.0
235,matty cash,Cash,Aston Villa,4,DF,45,25,29,23,2142,2,2,0,0,8,0,4.2,2.3,1,36,3,0,64,1071.0,1071.0,73.86206896551724,33.46875,510.0,931.304347826087,-2.2,-0.2999999999999998
236,adam webster,Webster,Brighton,11,DF,45,28,15,13,1144,0,0,0,0,2,0,0.4,0.1,1,22,2,0,26,3510.0,3510.0,76.26666666666667,44.0,2860.0,11440.0,-0.4,-0.1
237,harrison reed,Reed,Fulham,13,MF,50,28,27,15,1325,0,2,0,0,6,0,0.3,1.1,0,23,6,0,47,662.5,3510.0,49.074074074074076,28.19148936170213,4416.666666666667,1204.5454545454545,-0.3,0.8999999999999999
238,michail antonio,Antonio,West Ham,9,FW,55,33,26,21,1695,6,2,0,0,6,0,5.8,0.9,0,34,5,0,78,847.5,282.5,65.1923076923077,21.73076923076923,292.2413793103448,1883.3333333333333,0.20000000000000018,1.1
239,wes foderingham,Foderingham,West Ham,9,GK,45,32,30,29,2649,0,0,0,0,2,0,0.0,0.1,1,79,1,133,70,3510.0,3510.0,88.3,37.84285714285714,35100.0,26490.0,0.0,-0.1
240,adam lallana,Lallana,Southampton,20,MF,50,35,25,13,850,0,1,0,0,2,0,0.8,1.7,0,13,2,0,30,850.0,3510.0,34.0,28.333333333333332,1062.5,500.0,-0.8,-0.7
241,jeffrey schlupp,Schlupp,Crystal Palace,10,MF,50,30,29,17,1352,2,2,0,0,1,0,1.8,2.3,0,25,4,0,66,676.0,676.0,46.62068965517241,20.484848484848484,751.1111111111111,587.8260869565217,0.19999999999999996,-0.2999999999999998
242,conor gallagher,Gallagher,Chelsea,6,MF,60,23,37,37,3128,5,7,0,0,9,1,4.2,5.0,0,56,8,0,129,446.85714285714283,625.6,84.54054054054055,24.248062015503876,744.7619047619047,625.6,0.7999999999999998,2.0
243,emil krafth,Krafth,Newcastle,7,DF,45,28,17,8,913,0,0,0,0,2,0,0.2,1.0,0,15,3,0,33,3510.0,3510.0,53.705882352941174,27.666666666666668,4565.0,913.0,-0.2,-1.0
244,destiny udogie,Udogie,Spurs,5,DF,50,20,28,28,2391,2,3,0,0,7,1,2.4,2.2,0,43,5,0,79,797.0,1195.5,85.39285714285714,30.265822784810126,996.25,1086.8181818181818,-0.3999999999999999,0.7999999999999998
245,alexis mac allister,Mac Allister,Liverpool,3,MF,65,24,33,31,2599,5,5,1,0,7,1,3.7,3.6,0,34,6,0,109,519.8,519.8,78.75757575757575,23.844036697247706,702.4324324324324,721.9444444444445,1.2999999999999998,1.4
246,luke thomas,Thomas,Leicester,20,DF,40,22,12,11,917,0,0,0,0,3,0,0.5,0.1,0,29,0,0,7,3510.0,3510.0,76.41666666666667,131.0,1834.0,9170.0,-0.5,-0.1
247,matt turner,Turner,Nott'm Forest,17,GK,40,29,17,17,1530,0,0,0,0,2,0,0.0,0.0,0,28,2,55,41,3510.0,3510.0,90.0,37.31707317073171,35100.0,35100.0,0.0,0.0
248,mohammed kudus,Kudus,West Ham,9,MF,65,22,33,27,2484,8,6,0,0,6,0,5.1,3.5,0,61,3,0,137,414.0,310.5,75.27272727272727,18.131386861313867,487.0588235294118,709.7142857142857,2.9000000000000004,2.5
249,trent alexander-arnold,Alexander-Arnold,Liverpool,3,DF,70,24,28,25,2155,3,4,0,0,6,0,2.6,7.2,0,28,8,0,122,538.75,718.3333333333334,76.96428571428571,17.66393442622951,828.8461538461538,299.30555555555554,0.3999999999999999,-3.2
250,alex scott,Scott,Bournemouth,12,MF,50,19,23,11,1014,1,1,0,0,3,0,0.7,1.7,0,25,3,0,41,1014.0,1014.0,44.08695652173913,24.73170731707317,1448.5714285714287,596.4705882352941,0.30000000000000004,-0.7
251,ryan christie,Christie,Bournemouth,12,MF,50,28,37,35,2907,0,5,0,0,6,0,2.3,5.4,0,56,8,0,90,581.4,3510.0,78.56756756756756,32.3,1263.913043478261,538.3333333333333,-2.3,-0.40000000000000036
252,sam johnstone,Johnstone,Crystal Palace,10,GK,45,30,20,20,1796,0,0,0,0,1,0,0.0,0.0,0,27,6,41,68,3510.0,3510.0,89.8,26.41176470588235,35100.0,35100.0,0.0,0.0
253,nathaniel clyne,Clyne,Crystal Palace,10,DF,45,32,19,14,1338,0,0,0,0,0,0,0.2,0.2,0,16,5,0,52,3510.0,3510.0,70.42105263157895,25.73076923076923,6690.0,6690.0,-0.2,-0.2
254,dominik szoboszlai,Szoboszlai,Liverpool,3,MF,65,22,33,25,2104,3,2,0,0,1,0,3.7,5.8,0,23,8,0,99,1052.0,701.3333333333334,63.75757575757576,21.252525252525253,568.6486486486486,362.7586206896552,-0.7000000000000002,-3.8
255,issa diop,Diop,Fulham,13,DF,45,26,18,16,1424,0,0,0,0,4,1,0.3,0.0,0,26,5,0,43,3510.0,3510.0,79.11111111111111,33.116279069767444,4746.666666666667,35100.0,-0.3,0.0
256,facundo pellistri rebollo,Pellistri,Man Utd,8,MF,50,21,9,1,172,0,1,0,0,0,0,0.7,0.1,0,2,0,0,13,172.0,3510.0,19.11111111111111,13.23076923076923,245.71428571428572,1720.0,-0.7,0.9
257,axel disasi,Disasi,Chelsea,6,DF,45,25,31,29,2579,2,0,0,0,6,0,2.4,0.3,1,50,5,0,71,3510.0,1289.5,83.19354838709677,36.32394366197183,1074.5833333333335,8596.666666666668,-0.3999999999999999,-0.3
258,odsonne edouard,Edouard,Crystal Palace,10,FW,55,25,30,17,1555,7,0,0,0,4,0,6.2,1.2,0,24,6,0,79,3510.0,222.14285714285714,51.833333333333336,19.68354430379747,250.80645161290323,1295.8333333333335,0.7999999999999998,-1.2
259,alejo veliz,Veliz,Spurs,5,FW,50,19,8,0,50,1,0,0,0,1,0,0.2,0.0,0,2,0,0,11,3510.0,50.0,6.25,4.545454545454546,250.0,35100.0,0.8,0.0
260,callum hudson-odoi,Hudson-Odoi,Nott'm Forest,17,MF,55,22,29,20,1854,8,1,0,0,0,0,2.7,2.8,0,41,2,0,109,1854.0,231.75,63.93103448275862,17.009174311926607,686.6666666666666,662.1428571428572,5.3,-1.7999999999999998
261,tino livramento,Livramento,Newcastle,7,DF,45,20,26,12,1314,1,0,0,0,1,0,0.4,0.8,0,27,2,0,45,3510.0,1314.0,50.53846153846154,29.2,3285.0,1642.5,0.6,-0.8
262,sven botman,Botman,Newcastle,7,DF,45,23,17,15,1377,2,2,0,0,2,0,0.6,1.0,1,29,3,0,51,688.5,688.5,81.0,27.0,2295.0,1377.0,1.4,1.0
263,nathan ake,Aké,Man City,1,DF,55,28,29,24,2042,2,2,0,0,0,0,2.5,1.2,0,20,6,0,99,1021.0,1021.0,70.41379310344827,20.626262626262626,816.8,1701.6666666666667,-0.5,0.8
264,chris mepham,Mepham,Bournemouth,12,DF,45,25,10,6,617,0,1,0,0,2,0,0.1,0.4,0,16,1,0,16,617.0,3510.0,61.7,38.5625,6170.0,1542.5,-0.1,0.6
265,mykhailo mudryk,Mudryk,Chelsea,6,MF,65,22,31,18,1576,5,2,0,0,5,0,4.4,4.1,0,28,7,0,94,788.0,315.2,50.83870967741935,16.76595744680851,358.18181818181813,384.39024390243907,0.5999999999999996,-2.0999999999999996
266,willy boly,Boly,Nott'm Forest,17,DF,45,32,20,18,1438,2,1,0,0,3,1,1.5,1.3,0,26,3,0,58,1438.0,719.0,71.9,24.79310344827586,958.6666666666666,1106.1538461538462,0.5,-0.30000000000000004
267,antonee robinson,Robinson,Fulham,13,DF,45,25,37,37,3265,0,6,0,0,6,0,0.7,4.2,2,60,9,0,104,544.1666666666666,3510.0,88.24324324324324,31.39423076923077,4664.285714285715,777.3809523809523,-0.7,1.7999999999999998
268,reiss nelson,Nelson,Arsenal,2,MF,50,23,15,1,268,0,0,0,0,1,0,0.2,0.6,0,1,1,0,16,3510.0,3510.0,17.866666666666667,16.75,1340.0,446.6666666666667,-0.2,-0.6
269,kai havertz,Havertz,Arsenal,2,FW,80,24,37,30,2634,13,7,1,0,11,0,12.3,4.4,0,22,16,0,180,376.2857142857143,202.6153846153846,71.1891891891892,14.633333333333333,214.14634146341461,598.6363636363636,0.6999999999999993,2.5999999999999996
270,emiliano martinez romero,Martinez,Aston Villa,4,GK,50,30,34,34,3015,0,0,0,0,4,0,0.0,0.0,2,48,8,95,115,3510.0,3510.0,88.67647058823529,26.217391304347824,35100.0,35100.0,0.0,0.0
271,andrew omobamidele,Omobamidele,Nott'm Forest,17,DF,45,21,11,8,783,0,0,0,0,2,0,0.1,0.1,1,15,0,0,11,3510.0,3510.0,71.18181818181819,71.18181818181819,7830.0,7830.0,-0.1,-0.1
272,ross barkley,Barkley,Aston Villa,4,MF,55,29,32,30,2618,5,4,0,0,6,0,4.1,3.7,0,66,2,0,101,654.5,523.6,81.8125,25.92079207920792,638.5365853658537,707.5675675675675,0.9000000000000004,0.2999999999999998
273,julio enciso,Enciso,Brighton,11,MF,55,19,12,5,475,0,2,0,0,2,0,1.4,1.7,0,12,0,0,20,237.5,3510.0,39.583333333333336,23.75,339.28571428571433,279.4117647058824,-1.4,0.30000000000000004
274,kenny tete,Tete,Fulham,13,DF,45,27,14,10,867,1,0,0,0,2,0,0.9,0.4,0,21,2,0,27,3510.0,867.0,61.92857142857143,32.111111111111114,963.3333333333333,2167.5,0.09999999999999998,-0.4
275,jack grealish,Grealish,Man City,1,MF,65,27,20,10,1009,3,1,0,0,6,0,2.1,2.5,0,13,3,0,50,1009.0,336.3333333333333,50.45,20.18,480.4761904761905,403.6,0.8999999999999999,-1.5
276,mason holgate,Holgate,Everton,15,DF,40,26,10,9,710,0,0,0,0,3,1,0.6,0.4,0,27,0,0,1,3510.0,3510.0,71.0,710.0,1183.3333333333335,1775.0,-0.6,-0.4
277,frank onyeka,Onyeka,Brentford,16,MF,50,25,26,11,1161,1,2,0,0,8,0,2.2,1.8,0,27,1,0,39,580.5,1161.0,44.65384615384615,29.76923076923077,527.7272727272726,645.0,-1.2000000000000002,0.19999999999999996
278,phil foden,Foden,Man City,1,MF,95,23,35,33,2857,19,8,0,0,2,0,10.3,8.4,0,27,14,0,230,357.125,150.3684210526316,81.62857142857143,12.421739130434782,277.378640776699,340.1190476190476,8.7,-0.40000000000000036
279,kevin de bruyne,De Bruyne,Man City,1,MF,95,32,18,15,1221,4,10,0,0,2,0,2.4,11.5,0,8,7,0,98,122.1,305.25,67.83333333333333,12.459183673469388,508.75,106.17391304347827,1.6,-1.5
280,neal maupay,Maupay,Everton,15,FW,50,26,2,1,111,0,0,0,0,0,0,1.4,0.1,0,37,4,0,76,3510.0,3510.0,55.5,1.4605263157894737,79.28571428571429,1110.0,-1.4,-0.1
281,max kilman,Kilman,West Ham,9,DF,45,26,38,38,3420,2,0,0,0,7,0,1.8,1.4,0,65,5,0,82,3510.0,1710.0,90.0,41.707317073170735,1900.0,2442.857142857143,0.19999999999999996,-1.4
282,joelinton cassio apolinario de lira,Joelinton,Newcastle,7,MF,60,26,20,15,1279,2,1,0,0,6,0,3.1,2.8,0,23,3,0,45,1279.0,639.5,63.95,28.42222222222222,412.5806451612903,456.78571428571433,-1.1,-1.7999999999999998
283,harry maguire,Maguire,Man Utd,8,DF,50,30,22,18,1653,2,2,0,0,4,0,2.0,1.2,0,29,4,0,73,826.5,826.5,75.13636363636364,22.643835616438356,826.5,1377.5,0.0,0.8
284,ben brereton diaz,Brereton Díaz,Southampton,20,MF,55,24,14,14,1105,6,1,1,0,3,0,6.1,1.5,0,37,0,0,62,1105.0,184.16666666666666,78.92857142857143,17.822580645161292,181.14754098360658,736.6666666666666,-0.09999999999999964,-0.5
285,jeremy doku,Doku,Man City,1,MF,65,21,29,18,1595,3,8,0,0,3,0,2.5,4.6,0,19,1,0,98,199.375,531.6666666666666,55.0,16.275510204081634,638.0,346.7391304347826,0.5,3.4000000000000004
286,simon adingra,Adingra,Brighton,11,MF,55,21,31,25,2222,6,1,0,0,3,0,4.3,3.7,0,38,4,0,97,2222.0,370.3333333333333,71.6774193548387,22.90721649484536,516.7441860465117,600.5405405405405,1.7000000000000002,-2.7
287,edson alvarez velazquez,Álvarez,West Ham,9,MF,50,25,31,28,2377,1,1,0,0,11,0,1.3,0.6,0,45,5,0,62,2377.0,2377.0,76.6774193548387,38.33870967741935,1828.4615384615383,3961.666666666667,-0.30000000000000004,0.4
288,ben chilwell,Chilwell,Chelsea,6,DF,50,26,13,9,756,0,1,0,0,5,0,1.2,2.2,0,14,1,0,24,756.0,3510.0,58.15384615384615,31.5,630.0,343.6363636363636,-1.2,-1.2000000000000002
289,nathan patterson,Patterson,Everton,15,DF,45,21,20,9,1005,0,2,0,0,4,0,0.3,1.7,0,21,2,0,34,502.5,3510.0,50.25,29.558823529411764,3350.0,591.1764705882354,-0.3,0.30000000000000004
290,murillo santiago costa dos santos,Murillo,Nott'm Forest,17,DF,45,21,32,32,2789,0,2,0,0,5,0,1.8,1.2,1,56,3,0,58,1394.5,3510.0,87.15625,48.08620689655172,1549.4444444444443,2324.166666666667,-1.8,0.8
291,john stones,Stones,Man City,1,DF,55,29,16,12,1064,1,0,0,0,2,0,1.0,0.2,0,9,5,0,53,3510.0,1064.0,66.5,20.07547169811321,1064.0,5320.0,0.0,-0.2
292,benoit badiashile,B.Badiashile,Chelsea,6,DF,45,22,18,15,1338,0,1,0,0,3,0,0.3,1.5,1,31,3,0,35,1338.0,3510.0,74.33333333333333,38.22857142857143,4460.0,892.0,-0.3,-0.5
293,james hill,Hill,Bournemouth,12,DF,40,21,5,1,76,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,3510.0,3510.0,15.2,15.2,35100.0,35100.0,0.0,0.0
294,konstantinos tsimikas,Tsimikas,Liverpool,3,DF,50,27,13,8,679,0,3,0,0,0,0,0.1,1.0,0,7,4,0,48,226.33333333333334,3510.0,52.23076923076923,14.145833333333334,6790.0,679.0,-0.1,2.0
295,nayef aguerd,N.Aguerd,West Ham,9,DF,45,27,21,21,1857,1,0,0,0,3,1,1.5,0.3,0,44,2,0,36,3510.0,1857.0,88.42857142857143,51.583333333333336,1238.0,6190.0,-0.5,-0.3
296,christopher nkunku,Nkunku,Chelsea,6,MF,65,25,11,2,443,3,0,0,0,0,0,2.3,0.2,0,12,0,0,29,3510.0,147.66666666666666,40.27272727272727,15.275862068965518,192.60869565217394,2215.0,0.7000000000000002,-0.2
297,caoimhin kelleher,Kelleher,Liverpool,3,GK,45,24,10,10,900,0,0,0,0,0,0,0.0,0.0,0,11,2,28,34,3510.0,3510.0,90.0,26.470588235294116,35100.0,35100.0,0.0,0.0
298,tyrick mitchell,Mitchell,Crystal Palace,10,DF,50,23,37,37,3204,2,3,0,0,6,0,1.6,2.8,0,55,10,0,119,1068.0,1602.0,86.5945945945946,26.92436974789916,2002.5,1144.2857142857144,0.3999999999999999,0.20000000000000018
299,oscar bobb,Bobb,Man City,1,MF,50,20,14,2,302,1,1,0,0,0,0,1.4,1.2,0,5,1,0,30,302.0,302.0,21.571428571428573,10.066666666666666,215.71428571428572,251.66666666666669,-0.3999999999999999,-0.19999999999999996
300,leandro trossard,Trossard,Arsenal,2,MF,70,28,34,18,1649,12,1,0,0,2,0,7.9,2.8,0,10,12,0,138,1649.0,137.41666666666666,48.5,11.94927536231884,208.73417721518987,588.9285714285714,4.1,-1.7999999999999998
301,cristian romero,Romero,Spurs,5,DF,50,25,33,33,2790,5,0,0,0,7,1,3.5,0.4,1,46,7,0,107,3510.0,558.0,84.54545454545455,26.074766355140188,797.1428571428571,6975.0,1.5,-0.4
302,moussa diaby,Diaby,Aston Villa,4,MF,65,24,38,25,2174,6,8,0,0,1,0,7.0,6.6,0,40,8,0,142,271.75,362.3333333333333,57.21052631578947,15.309859154929578,310.57142857142856,329.39393939393943,-1.0,1.4000000000000004
303,scott mctominay,McTominay,Man Utd,8,MF,50,26,32,18,1901,7,1,0,0,2,0,5.7,0.8,0,30,7,0,98,1901.0,271.57142857142856,59.40625,19.397959183673468,333.50877192982455,2376.25,1.2999999999999998,0.19999999999999996
304,armando broja,Broja,Chelsea,6,FW,55,21,8,0,88,0,0,0,0,0,0,0.0,0.2,0,9,3,0,35,3510.0,3510.0,11.0,2.5142857142857142,35100.0,440.0,0.0,-0.2
305,james mcconnell,McConnell,Liverpool,3,MF,45,18,3,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3510.0,3510.0,1.3333333333333333,1.3333333333333333,35100.0,35100.0,0.0,0.0
306,charlie taylor,Taylor,Southampton,20,DF,40,29,28,25,2331,1,1,0,0,8,0,0.2,1.2,0,46,2,0,47,2331.0,2331.0,83.25,49.59574468085106,11655.0,1942.5,0.8,-0.19999999999999996
307,pau torres,Pau,Aston Villa,4,DF,45,26,29,27,2464,2,0,0,0,1,0,1.0,0.4,0,37,6,0,85,3510.0,1232.0,84.96551724137932,28.988235294117647,2464.0,6160.0,1.0,-0.4
308,jacob murphy,J.Murphy,Newcastle,7,MF,55,28,21,14,1189,3,7,0,0,1,0,2.1,5.0,0,21,5,0,82,169.85714285714286,396.3333333333333,56.61904761904762,14.5,566.1904761904761,237.8,0.8999999999999999,2.0
309,jakub moder,Moder,Brighton,11,MF,45,24,17,6,618,0,0,0,0,2,0,0.6,0.8,0,13,1,0,21,3510.0,3510.0,36.35294117647059,29.428571428571427,1030.0,772.5,-0.6,-0.8
310,hwang hee-chan,Hee Chan,Wolves,14,MF,65,27,29,25,2119,12,3,1,0,6,0,7.7,3.0,0,37,3,0,125,706.3333333333334,176.58333333333334,73.06896551724138,16.952,275.1948051948052,706.3333333333334,4.3,0.0
311,deivid washington de souza eugenio,Deivid,Chelsea,6,FW,50,18,2,0,13,0,0,0,0,0,0,0.5,0.0,0,1,0,0,2,3510.0,3510.0,6.5,6.5,26.0,35100.0,-0.5,0.0
312,christian eriksen,Eriksen,Man Utd,8,MF,55,31,22,12,1141,1,2,0,0,1,0,1.0,2.3,0,27,2,0,48,570.5,1141.0,51.86363636363637,23.770833333333332,1141.0,496.0869565217392,0.0,-0.2999999999999998
313,joel veltman,Veltman,Brighton,11,DF,45,31,27,17,1588,1,1,0,0,4,0,0.4,0.5,0,32,3,0,49,1588.0,1588.0,58.81481481481482,32.40816326530612,3970.0,3176.0,0.6,0.5
314,trevoh chalobah,Chalobah,Chelsea,6,DF,45,24,13,10,952,1,0,0,0,1,0,0.2,0.1,0,14,3,0,39,3510.0,952.0,73.23076923076923,24.41025641025641,4760.0,9520.0,0.8,-0.1
315,mateo kovacic,Kovačić,Man City,1,MF,55,29,30,16,1551,1,0,0,0,4,0,1.3,1.6,0,14,9,0,59,3510.0,1551.0,51.7,26.28813559322034,1193.076923076923,969.375,-0.30000000000000004,-1.6
316,pablo sarabia,Sarabia,Wolves,14,MF,55,31,30,20,1745,4,7,2,0,5,0,5.5,5.9,0,27,6,0,99,249.28571428571428,436.25,58.166666666666664,17.626262626262626,317.27272727272725,295.76271186440675,-1.5,1.0999999999999996
317,jamaal lascelles,Lascelles,Newcastle,7,DF,45,29,16,13,1080,1,0,0,0,4,0,0.7,0.1,0,15,5,0,46,3510.0,1080.0,67.5,23.47826086956522,1542.857142857143,10800.0,0.30000000000000004,-0.1
318,thomas partey,Thomas,Arsenal,2,MF,50,30,14,9,788,0,0,0,0,3,0,0.4,0.3,0,5,5,0,24,3510.0,3510.0,56.285714285714285,32.833333333333336,1970.0,2626.666666666667,-0.4,-0.3
319,julian alvarez,J.Alvarez,Man City,1,FW,70,23,36,31,2647,11,8,2,0,2,0,13.0,6.4,0,24,12,0,158,330.875,240.63636363636363,73.52777777777777,16.753164556962027,203.6153846153846,413.59375,-2.0,1.5999999999999996
320,alex iwobi,Iwobi,Fulham,13,MF,55,27,2,2,140,0,0,0,0,0,0,0.3,0.2,0,41,7,0,102,3510.0,3510.0,70.0,1.3725490196078431,466.6666666666667,700.0,-0.3,-0.2
321,seamus coleman,Coleman,Everton,15,DF,45,34,12,7,665,0,0,0,0,0,0,0.0,1.0,1,10,4,0,30,3510.0,3510.0,55.416666666666664,22.166666666666668,35100.0,665.0,0.0,-1.0
322,bryan mbeumo,Mbeumo,Brentford,16,MF,70,23,25,22,1960,9,6,3,0,2,0,9.8,4.6,0,31,5,0,127,326.6666666666667,217.77777777777777,78.4,15.433070866141732,199.99999999999997,426.0869565217392,-0.8000000000000007,1.4000000000000004
323,jack hinshelwood,Hinshelwood,Brighton,11,MF,50,18,12,8,869,3,0,0,0,1,0,1.9,0.7,0,17,2,0,42,3510.0,289.6666666666667,72.41666666666667,20.69047619047619,457.3684210526316,1241.4285714285716,1.1,-0.7
324,luis diaz,Luis Díaz,Liverpool,3,MF,75,26,37,32,2629,8,5,0,0,3,0,11.9,5.7,0,33,7,0,142,525.8,328.625,71.05405405405405,18.514084507042252,220.92436974789916,461.2280701754386,-3.9000000000000004,-0.7000000000000002
325,kristoffer ajer,Ajer,Brentford,16,DF,45,25,28,21,1832,2,1,0,0,5,0,1.3,2.3,0,33,5,0,68,1832.0,916.0,65.42857142857143,26.941176470588236,1409.2307692307693,796.5217391304349,0.7,-1.2999999999999998
326,leon bailey,Bailey,Aston Villa,4,MF,65,25,35,22,2068,10,9,0,0,5,0,6.3,9.2,0,32,5,0,148,229.77777777777777,206.8,59.08571428571429,13.972972972972974,328.25396825396825,224.7826086956522,3.7,-0.1999999999999993
327,alex murphy,A.Murphy,Newcastle,7,DF,40,19,2,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,3510.0,3510.0,6.5,6.5,35100.0,35100.0,0.0,0.0
328,kevin schade,Schade,Brentford,16,MF,55,21,11,3,333,2,1,0,0,0,0,1.2,0.7,0,5,1,0,33,333.0,166.5,30.272727272727273,10.090909090909092,277.5,475.7142857142857,0.8,0.30000000000000004
329,dwight mcneil,McNeil,Everton,15,MF,55,23,35,33,2892,3,6,0,0,2,0,3.4,8.8,0,39,12,0,124,482.0,964.0,82.62857142857143,23.322580645161292,850.5882352941177,328.6363636363636,-0.3999999999999999,-2.8000000000000007
330,lucas tolentino coelho de lima,L.Paquetá,West Ham,9,MF,60,25,31,31,2622,4,6,2,0,10,0,5.4,5.4,0,52,4,0,100,437.0,655.5,84.58064516129032,26.22,485.55555555555554,485.55555555555554,-1.4000000000000004,0.5999999999999996
331,daniel jebbison,Jebbison,Bournemouth,12,FW,45,19,1,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,3510.0,3510.0,21.0,21.0,35100.0,35100.0,0.0,0.0
332,mahmoud dahoud,Dahoud,Brighton,11,MF,50,27,9,6,452,0,1,0,0,1,1,0.2,0.9,0,6,1,0,14,452.0,3510.0,50.22222222222222,32.285714285714285,2260.0,502.22222222222223,-0.2,0.09999999999999998
333,daniel bentley,Bentley,Wolves,14,GK,40,30,5,3,383,0,0,0,0,0,0,0.0,0.0,0,7,2,8,18,3510.0,3510.0,76.6,21.27777777777778,35100.0,35100.0,0.0,0.0
334,anthony elanga,Elanga,Nott'm Forest,17,MF,55,21,36,25,2433,5,9,0,0,1,0,6.6,6.7,0,47,2,0,119,270.3333333333333,486.6,67.58333333333333,20.445378151260503,368.6363636363637,363.13432835820896,-1.5999999999999996,2.3
335,carlos vinicius alves morais,Vinicius,Fulham,13,FW,50,28,13,2,315,2,0,0,0,2,0,1.6,0.8,0,5,0,0,22,3510.0,157.5,24.23076923076923,14.318181818181818,196.875,393.75,0.3999999999999999,-0.8
336,gabriel martinelli silva,Martinelli,Arsenal,2,MF,70,22,35,24,2019,6,4,0,0,1,0,6.8,6.1,0,23,10,0,118,504.75,336.5,57.68571428571428,17.110169491525422,296.9117647058824,330.9836065573771,-0.7999999999999998,-2.0999999999999996
337,romeo lavia,Lavia,Chelsea,6,MF,45,19,1,0,33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,3510.0,3510.0,33.0,33.0,35100.0,35100.0,0.0,0.0
338,radu dragusin,Dragusin,Spurs,5,DF,45,21,9,4,429,0,0,0,0,1,0,0.1,0.0,0,7,1,0,14,3510.0,3510.0,47.666666666666664,30.642857142857142,4290.0,35100.0,-0.1,0.0
339,jonny evans,Evans,Man Utd,8,DF,45,35,23,15,1392,0,1,0,0,2,0,0.1,1.2,0,24,4,0,49,1392.0,3510.0,60.52173913043478,28.408163265306122,13920.0,1160.0,-0.1,-0.19999999999999996
340,evan ferguson,Ferguson,Brighton,11,FW,55,18,27,15,1367,6,0,0,0,1,0,4.6,0.5,0,28,2,0,69,3510.0,227.83333333333334,50.629629629629626,19.81159420289855,297.1739130434783,2734.0,1.4000000000000004,-0.5
341,alejandro garnacho,Garnacho,Man Utd,8,MF,65,19,36,30,2565,7,4,0,0,4,0,8.4,5.1,0,39,8,0,131,641.25,366.42857142857144,71.25,19.580152671755727,305.35714285714283,502.9411764705883,-1.4000000000000004,-1.0999999999999996
342,timothy castagne,Castagne,Fulham,13,DF,45,27,34,29,2634,1,3,0,0,3,0,1.6,1.9,0,40,9,0,105,878.0,2634.0,77.47058823529412,25.085714285714285,1646.25,1386.3157894736842,-0.6000000000000001,1.1
343,marcus rashford,Rashford,Man Utd,8,MF,70,25,33,26,2271,7,2,2,0,2,0,7.4,2.3,0,37,7,0,108,1135.5,324.42857142857144,68.81818181818181,21.02777777777778,306.8918918918919,987.3913043478261,-0.40000000000000036,-0.2999999999999998
344,brennan johnson,Johnson,Spurs,5,MF,65,22,3,3,237,0,0,0,0,0,0,0.3,0.2,0,42,5,0,131,3510.0,3510.0,79.0,1.8091603053435115,790.0,1185.0,-0.3,-0.2
345,guglielmo vicario,Vicario,Spurs,5,GK,50,26,38,38,3420,0,0,0,0,2,0,0.0,0.0,0,61,7,110,112,3510.0,3510.0,90.0,30.535714285714285,35100.0,35100.0,0.0,0.0
346,mark flekken,Flekken,Brentford,16,GK,45,30,37,37,3285,0,1,0,0,3,0,0.0,0.5,0,63,7,115,119,3285.0,3510.0,88.78378378378379,27.605042016806724,35100.0,6570.0,0.0,0.5
347,pedro porro,Pedro Porro,Spurs,5,DF,55,23,35,35,3089,3,7,0,0,3,0,2.9,7.2,0,54,7,0,136,441.2857142857143,1029.6666666666667,88.25714285714285,22.71323529411765,1065.1724137931035,429.02777777777777,0.10000000000000009,-0.20000000000000018
