NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS
juan foyth,20,4.0,DF,12,10,888,1,0,0,0,3,1,0.7,0.8,0,12,3,0,35,3
will hughes,23,11.0,MF,32,31,2418,2,4,0,0,5,0,2.5,2.6,0,39,7,0,87,62
fabian schar,26,13.0,DF,24,22,1999,4,1,0,0,12,0,1.9,0.7,0,23,7,0,93,55
steve cook,27,14.0,DF,31,31,2786,1,1,0,0,3,0,1.3,0.9,1,56,9,0,85,52
mohamed salah,26,2.0,FW,38,37,3250,22,8,3,0,1,0,20.2,9.4,0,20,21,0,259,233
matteo guendouzi,19,5.0,MF,33,23,2149,0,0,0,0,9,0,0.6,1.8,0,32,3,0,47,48
connor wickham,25,12.0,"FW,MF",6,0,67,0,1,0,0,0,0,0.4,0.3,0,1,0,0,9,15
isaac hayden,23,13.0,MF,25,21,1859,1,4,0,0,3,1,0.9,2.3,0,25,7,0,69,73
ainsley maitland-niles,20,5.0,DF,16,11,987,1,1,0,0,2,1,0.9,0.9,0,20,2,0,34,41
willian,29,3.0,FW,32,26,2097,3,6,0,0,2,0,4.2,5.4,0,25,11,0,108,168
mason greenwood,16,6.0,FW,3,1,117,0,0,0,0,0,0,0.7,0.1,0,2,0,0,4,103
mateo kovacic,24,3.0,MF,32,21,1735,0,2,0,0,3,0,2.2,1.7,0,19,9,0,64,68
marc navarro,23,11.0,DF,2,1,84,0,0,0,0,0,0,0.0,0.0,0,3,0,0,2,0
vicente guaita,31,12.0,GK,20,20,1754,0,0,0,0,2,0,0.0,0.0,0,23,7,64,81,137
john ruddy,31,7.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0,0,1,3,7,0
ademola lookman,20,8.0,"FW,MF",21,3,618,0,2,0,0,0,0,1.4,1.4,0,8,1,0,34,0
ben foster,35,11.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.2,0,59,7,128,129,137
hugo lloris,31,4.0,GK,33,33,2970,0,0,0,0,0,0,0.0,0.0,0,33,12,100,145,98
nemanja matic,29,6.0,MF,28,28,2436,1,0,0,0,7,1,1.3,0.5,0,37,6,0,59,55
max kilman,21,7.0,DF,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,5
ross barkley,24,3.0,MF,27,13,1245,3,5,0,0,1,0,4.0,2.1,0,13,7,0,79,61
christian fuchs,32,9.0,DF,3,2,207,0,0,0,0,0,0,0.1,0.2,0,5,0,0,3,26
pierre-emerick aubameyang,29,5.0,FW,36,30,2726,22,5,4,1,0,0,22.5,4.2,0,42,7,0,205,205
martin kelly,28,12.0,DF,13,12,1111,0,0,0,0,2,0,0.4,0.0,1,21,3,0,26,64
philip billing,22,20.0,MF,27,25,2188,2,0,0,0,7,0,1.8,1.7,0,43,5,0,63,68
florian lejeune,27,13.0,DF,12,12,1054,0,0,0,0,0,0,0.4,0.4,0,13,4,0,35,24
joel matip,26,2.0,DF,22,17,1537,1,0,0,0,3,0,0.7,0.2,0,12,9,0,83,39
michael obafemi,18,16.0,FW,6,1,137,1,1,0,0,1,0,1.7,0.4,0,3,0,0,13,45
ashley westwood,28,15.0,MF,34,31,2824,2,7,0,0,5,0,1.9,4.8,0,55,7,0,111,118
ederson,24,1.0,GK,38,38,3420,0,1,0,0,2,0,0.0,0.1,0,23,20,58,169,133
andrew surman,31,14.0,MF,18,16,1439,0,0,0,0,2,0,0.3,0.4,0,37,4,0,36,6
david brooks,21,14.0,"MF,FW",30,29,2261,7,5,0,0,3,0,6.0,5.0,0,41,9,0,123,21
junior stanislas,28,14.0,"MF,FW",23,11,1031,2,3,1,0,1,0,3.1,2.0,0,24,2,0,56,42
raheem sterling,23,1.0,FW,34,31,2771,17,9,0,0,3,0,13.7,9.6,0,19,17,0,234,204
conor coady,25,7.0,DF,38,38,3420,0,0,0,0,5,0,0.0,0.0,3,46,9,0,94,118
oleksandr zinchenko,21,1.0,DF,14,14,1151,0,3,0,0,1,0,0.2,1.5,0,4,9,0,44,49
marcos alonso,27,3.0,DF,31,31,2759,2,4,0,0,6,0,3.4,3.4,0,28,14,0,161,100
victor camarasa,24,18.0,MF,32,31,2569,5,4,1,0,6,0,4.0,3.8,0,53,9,0,106,1
ryan sessegnon,18,19.0,"FW,DF",35,26,2300,2,6,0,0,0,0,4.0,3.8,0,60,3,0,94,9
james garner,17,6.0,MF,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1
adrian mariappa,31,11.0,DF,26,20,1927,0,0,0,0,3,0,0.7,0.6,0,32,5,0,57,26
seamus coleman,29,8.0,DF,29,29,2558,2,2,0,0,1,0,1.6,3.6,1,30,13,0,125,55
jordan henderson,28,2.0,MF,32,21,1987,1,3,0,0,2,1,1.5,1.8,0,14,12,0,76,116
naby keita,23,2.0,"MF,FW",25,16,1390,2,1,0,0,0,0,2.0,1.0,0,8,10,0,67,52
michael keane,25,8.0,DF,33,33,2969,1,2,0,0,2,0,2.3,1.4,0,39,13,0,129,90
yoshinori muto,26,13.0,"FW,MF",17,5,524,1,0,0,0,1,0,0.9,0.8,0,10,1,0,24,9
xherdan shaqiri,26,2.0,"FW,MF",24,11,1064,6,3,0,0,2,0,3.9,1.6,0,6,7,0,88,15
artur boruc,38,14.0,GK,12,12,1080,0,0,0,0,2,0,0.0,0.0,0,18,4,39,46,0
jordan ayew,26,12.0,FW,20,14,1181,1,2,0,0,3,0,2.9,1.2,0,13,5,0,46,132
leighton baines,33,8.0,DF,6,5,375,0,0,0,0,0,0,0.1,0.2,0,6,0,0,7,14
sean longstaff,20,13.0,MF,9,8,687,1,0,0,0,2,0,0.7,0.5,0,9,3,0,26,44
wes morgan,34,9.0,DF,22,21,1925,3,0,0,0,3,2,1.8,0.2,0,28,6,0,76,19
daryl janmaat,29,11.0,DF,18,17,1520,0,2,0,0,3,0,0.5,0.8,0,22,3,0,50,36
konstantinos mavropanos,20,5.0,DF,4,3,148,0,0,0,0,1,0,0.1,0.3,0,1,0,0,3,0
andreas pereira,22,6.0,MF,15,6,599,1,1,0,0,5,0,0.3,0.9,0,13,1,0,27,60
angel gomes,17,6.0,"MF,FW",2,0,27,0,0,0,0,0,0,0.1,0.0,0,1,0,0,2,2
chris smalling,28,6.0,DF,24,24,2127,1,0,0,0,1,0,1.2,0.2,1,36,4,0,56,0
luke shaw,23,6.0,DF,29,29,2591,1,4,0,0,11,0,1.4,3.9,0,39,6,0,91,67
wilfried zaha,25,12.0,FW,34,34,3036,10,5,0,0,9,1,5.7,4.8,0,49,11,0,143,120
mohamed elyounoussi,23,16.0,MF,16,8,793,0,0,0,0,0,0,2.1,1.1,0,10,4,0,28,0
harry winks,22,4.0,MF,26,17,1597,1,0,0,0,4,0,1.0,0.3,0,17,6,0,53,52
jonny evans,30,9.0,DF,24,21,1996,1,0,0,0,2,0,0.9,0.3,0,26,8,0,77,128
lewis cook,21,14.0,MF,13,8,723,0,0,0,0,2,0,0.1,0.1,0,10,3,0,22,40
etienne capoue,30,11.0,MF,33,33,2944,1,3,0,0,14,1,1.4,1.0,0,48,8,0,79,78
callum hudson-odoi,17,3.0,FW,10,4,393,0,1,0,0,0,0,0.7,1.4,0,5,2,0,18,53
aaron mooy,27,20.0,"MF,FW",29,25,2330,3,1,1,0,4,0,2.8,2.6,0,48,3,0,76,80
phil foden,18,1.0,MF,13,3,335,1,0,0,0,0,0,2.1,0.9,0,0,2,0,25,69
glenn murray,34,17.0,FW,38,30,2508,13,1,4,0,5,0,11.4,1.3,0,45,4,0,129,36
felipe anderson,25,10.0,"MF,FW",36,36,3043,9,4,0,0,3,0,5.5,6.1,0,49,7,0,155,66
jesse lingard,25,6.0,"FW,MF",27,19,1663,4,2,1,0,3,0,4.7,2.7,0,26,3,0,78,32
fraser forster,30,16.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0,3,0,3,2,0
cesar azpilicueta,28,3.0,DF,38,38,3402,1,5,0,0,4,0,1.2,2.4,0,39,16,0,158,130
ryan bennett,28,7.0,DF,34,34,3060,1,0,0,0,12,0,1.3,1.0,0,38,9,0,89,32
lewis dunk,26,17.0,DF,36,36,3151,2,1,0,0,6,1,1.8,0.8,0,56,7,0,91,128
mason holgate,21,8.0,DF,5,4,408,0,0,0,0,1,0,0.0,0.0,0,9,0,0,5,71
martin dubravka,29,13.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0,48,11,96,131,143
jordan pickford,24,8.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0,46,14,94,161,117
helder costa,24,7.0,"FW,MF",25,16,1341,1,2,0,0,3,0,2.4,2.2,0,19,5,0,52,0
angelo ogbonna,30,10.0,DF,24,20,1874,1,1,0,0,2,0,1.8,0.9,0,36,2,0,48,81
daniel amartey,23,9.0,DF,9,7,641,0,0,0,0,2,0,0.3,0.1,0,9,1,0,15,0
matej vydra,26,15.0,FW,13,3,318,1,1,0,0,1,0,1.8,0.5,0,7,0,0,21,39
scott mctominay,21,6.0,"MF,DF",16,9,867,2,0,0,0,1,0,1.5,0.0,0,18,1,0,38,74
gaetan bong,30,17.0,DF,22,19,1808,0,0,0,0,0,0,0.1,0.5,0,34,5,0,48,3
dale stephens,29,17.0,MF,30,29,2485,1,1,0,0,6,1,0.3,0.7,0,46,5,0,65,63
leander dendoncker,23,7.0,MF,19,17,1467,2,0,0,0,1,0,3.4,1.2,0,21,3,0,48,100
yves bissouma,21,17.0,MF,28,17,1774,0,0,0,0,5,0,1.8,1.0,0,32,3,0,43,39
florin andone,25,17.0,FW,23,8,881,3,0,0,0,5,0,2.5,0.1,0,14,2,0,38,5
wilfred ndidi,21,9.0,MF,38,37,3296,2,0,0,0,8,0,3.7,1.8,0,47,9,0,89,85
kieran trippier,27,4.0,DF,27,26,2276,1,3,0,0,2,0,0.5,4.1,1,23,10,0,118,0
benjamin mendy,24,1.0,DF,10,10,900,0,5,0,0,1,0,0.2,1.6,0,6,4,0,59,74
james ward-prowse,23,16.0,"MF,DF",26,21,1945,7,0,1,0,4,0,3.4,3.2,1,41,3,0,94,117
chris wood,26,15.0,FW,38,29,2588,10,2,0,0,2,0,8.8,3.8,0,49,7,0,131,136
trent alexander-arnold,19,2.0,DF,29,27,2462,1,12,0,0,3,0,1.6,6.3,0,14,16,0,185,210
nathan redmond,24,16.0,"MF,FW",38,36,3270,6,4,0,0,3,0,7.6,4.7,0,58,9,0,137,107
tahith chong,18,6.0,FW,2,0,38,0,0,0,0,0,0,0.4,0.0,0,1,0,0,2,3
tyreke johnson,19,16.0,MF,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
romelu lukaku,25,6.0,FW,32,22,2136,12,0,0,0,4,0,10.5,2.2,0,38,4,0,115,0
chris mepham,20,14.0,DF,13,10,850,0,1,0,0,1,0,0.1,0.5,0,17,2,0,27,27
jan bednarek,22,16.0,DF,25,24,2151,0,1,0,0,7,0,0.8,0.7,0,37,3,0,49,84
tom heaton,32,15.0,GK,19,19,1710,0,0,0,0,3,0,0.0,0.1,0,27,4,63,58,59
matt ritchie,28,13.0,"DF,MF",36,35,2928,2,8,1,1,9,0,5.1,5.3,0,40,10,0,110,74
dominic solanke,20,14.0,"FW,MF",10,2,347,0,1,0,0,0,0,1.0,0.4,0,5,0,0,15,69
ryan fredericks,25,10.0,DF,15,12,1086,1,0,0,0,5,0,0.5,0.5,0,16,3,0,38,74
aaron cresswell,28,10.0,DF,20,18,1589,0,1,0,0,1,0,0.5,1.1,0,26,1,0,34,79
harvey elliott,15,19.0,MF,2,0,20,0,0,0,0,0,0,0.1,0.0,0,1,0,0,2,2
mohamed elneny,26,5.0,MF,8,5,380,0,0,0,0,0,0,0.4,0.2,0,5,0,0,10,0
jonas lossl,29,20.0,GK,31,30,2778,0,1,0,0,1,0,0.0,0.5,0,54,5,88,99,0
manuel lanzini,25,10.0,MF,10,8,686,1,1,0,0,2,0,1.1,0.8,0,12,2,0,31,50
mesut ozil,29,5.0,"MF,FW",24,20,1735,5,2,0,0,2,0,1.7,4.1,0,24,5,0,89,53
sam gallagher,22,16.0,FW,4,0,34,0,0,0,0,0,0,0.0,0.0,0,1,0,0,4,0
aaron lennon,31,15.0,MF,16,14,1215,1,1,0,0,1,0,0.8,0.7,0,22,3,0,41,15
jannik vestergaard,25,16.0,DF,23,23,2027,0,0,0,0,2,0,0.7,0.6,0,31,4,0,50,51
henrikh mkhitaryan,29,5.0,"FW,MF",25,19,1641,6,4,0,0,1,0,5.0,6.2,0,26,3,0,98,4
ryan fraser,24,14.0,"MF,FW",38,35,3166,7,14,0,0,2,0,4.7,13.4,0,64,9,0,181,73
davide zappacosta,26,3.0,DF,4,1,128,0,0,0,0,0,0,0.1,0.1,0,0,1,0,9,0
shane long,31,16.0,"FW,MF",26,12,1272,5,1,0,0,3,0,4.6,1.6,0,24,2,0,66,62
divock origi,23,2.0,FW,12,4,371,3,1,0,0,0,0,2.2,0.2,0,2,3,0,32,65
caglar soyuncu,22,9.0,DF,6,4,372,0,0,0,0,1,0,0.1,0.0,0,4,0,0,9,120
erik lamela,26,4.0,"MF,FW",19,9,974,4,2,0,0,2,0,3.3,1.8,0,12,4,0,67,65
charlie taylor,24,15.0,DF,38,35,3243,0,1,0,0,2,0,0.2,1.5,0,64,7,0,82,84
ken sema,24,11.0,"MF,FW",17,9,754,1,2,0,0,1,0,0.8,0.6,0,9,3,0,37,0
dele alli,22,4.0,MF,25,22,1825,5,3,0,0,4,0,4.8,3.1,0,21,8,0,94,117
christian atsu,26,13.0,MF,28,15,1493,1,0,0,0,2,0,2.1,1.6,0,18,6,0,55,37
adam lallana,30,2.0,"MF,FW",13,5,468,0,0,0,0,1,0,0.3,0.5,0,3,3,0,23,27
davinson sanchez,22,4.0,DF,23,22,1942,1,1,0,0,2,0,1.4,0.4,0,22,6,0,78,64
bernd leno,26,5.0,GK,32,31,2836,0,0,0,0,0,0,0.0,0.0,0,42,6,105,106,114
kevin long,27,15.0,DF,6,5,514,0,1,0,0,0,0,0.1,0.5,0,9,1,0,16,21
jan vertonghen,31,4.0,DF,22,22,1911,1,0,0,0,4,1,1.0,0.2,0,23,6,0,67,62
gary cahill,32,3.0,DF,2,0,24,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,70
harry kane,25,4.0,FW,28,27,2424,17,4,4,0,5,0,14.4,4.0,0,31,9,0,160,158
david button,29,17.0,GK,4,4,360,0,0,0,0,0,0,0.0,0.0,0,5,1,14,15,0
pascal groß,27,17.0,"MF,FW",25,24,1864,3,3,1,1,1,0,4.4,5.5,0,31,3,0,80,76
james tomkins,29,12.0,DF,29,29,2560,1,1,0,0,5,0,1.4,0.9,0,37,10,0,86,48
alexandre lacazette,27,5.0,FW,35,27,2502,13,8,0,0,2,0,11.7,3.7,0,31,6,0,166,118
paulo gazzaniga,26,4.0,GK,3,3,270,0,0,0,0,0,0,0.0,0.0,0,2,1,11,13,58
matt doherty,26,7.0,"DF,MF",38,35,3144,4,5,0,0,5,0,4.4,5.1,1,41,8,0,144,167
anthony knockaert,26,17.0,"MF,FW",30,18,1837,2,6,0,0,4,1,2.1,3.6,0,41,3,0,74,0
abdoulaye doucoure,25,11.0,MF,35,34,3062,5,6,0,0,7,0,6.2,4.7,1,56,5,0,124,113
tyrone mings,25,14.0,DF,5,2,143,0,0,0,0,0,0,0.0,0.1,0,4,0,0,5,90
vincent janssen,24,4.0,FW,3,0,39,0,0,0,0,0,0,0.4,0.0,0,0,0,0,3,0
rafael camacho,18,2.0,DF,1,0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0
grady diangana,20,10.0,"MF,FW",17,6,609,0,1,0,0,0,0,0.5,1.2,0,13,2,0,25,0
raul jimenez,27,7.0,FW,38,36,3111,13,7,2,0,4,0,15.1,6.3,0,40,12,0,181,194
sergio gomez,21,1.0,"DF,MF",24,4,698,0,2,0,0,0,0,0.8,2.4,0,22,9,0,89,9
issa diop,25,10.0,DF,50,42,4024,2,0,0,0,4,0,0.6,0.8,0,81,18,108,227,43
tyrell malacia,22,3.0,DF,22,14,1396,0,0,0,0,6,0,0.2,0.7,0,14,7,0,62,0
nathaniel clyne,31,11.0,DF,22,19,1640,0,0,0,0,3,0,0.0,0.7,0,23,3,0,44,52
anthony gordon,21,10.5,FW,96,48,4746,12,0,0,0,21,0,15.0,4.5,0,94,12,0,258,183
sean longstaff,24,4.0,MF,33,28,2518,1,4,0,0,2,0,3.6,3.3,,,,,,110
vicente guaita,35,11.0,GK,27,27,2430,0,0,0,0,1,0,0.0,0.0,0,34,6,85,99,0
maximo perrone,19,1.0,MF,1,0,19,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0
tim ream,34,10.0,DF,33,33,2897,1,0,0,0,2,0,0.3,0.1,0,44,8,0,98,40
billy gilmour,21,6.0,MF,14,7,507,0,1,0,0,1,0,0.5,0.2,0,8,2,0,21,61
sergi canos,25,9.0,"FW,DF",5,0,77,0,0,0,0,0,0,0.1,0.0,0,2,0,0,5,0
jadon sancho,22,3.0,"FW,MF",52,42,3372,12,6,0,0,0,0,8.4,10.0,0,73,24,108,253,3
son heung-min,30,8.0,"MF,FW",36,33,2888,10,6,0,0,2,0,10.1,6.5,0,55,9,0,152,213
thiago alcantara,31,5.0,MF,18,14,1254,0,0,0,0,2,0,0.4,1.1,0,23,2,0,30,1
tyrone mings,29,7.0,DF,70,70,6300,2,4,0,0,14,0,2.4,2.8,1,66,17,0,227,0
clement lenglet,27,8.0,DF,26,24,2019,0,2,0,0,4,0,1.0,0.6,0,35,5,0,63,24
tomas soucek,27,14.0,MF,36,32,2815,2,3,0,0,3,0,4.0,1.9,0,42,8,0,100,116
bernd leno,30,10.0,GK,36,36,3240,0,0,0,0,3,0,0.0,0.0,0,51,8,144,142,133
robert sanchez,24,6.0,GK,69,69,6210,0,0,0,0,6,0,0.0,0.0,0,102,19,156,258,59
adam lallana,34,6.0,"MF,FW",32,24,1444,4,2,0,0,0,0,1.8,2.0,0,10,5,0,47,30
harrison reed,27,10.0,MF,148,140,11464,12,16,0,0,20,0,7.6,16.4,2,155,24,0,396,47
matt ritchie,32,4.0,"FW,MF",7,0,39,0,0,0,0,0,0,0.0,0.1,0,0,0,0,7,17
jeffrey schlupp,29,11.0,"MF,FW",34,30,2531,3,1,0,0,7,0,3.2,1.4,0,38,9,0,89,66
matty cash,24,7.0,DF,26,20,1820,0,1,0,0,4,0,0.2,0.7,0,29,4,0,57,64
mohamed elneny,30,2.0,MF,5,1,113,0,0,0,0,0,0,0.0,0.0,0,2,0,0,6,6
deniz undav,26,6.0,"FW,MF",22,6,628,5,0,0,0,2,0,4.5,1.1,1,9,2,0,52,0
michail antonio,32,14.0,FW,33,21,1829,5,3,0,0,2,0,6.6,1.3,0,29,5,0,84,78
joao cancelo,28,1.0,DF,17,16,1274,2,1,0,0,3,1,0.8,0.9,0,16,6,0,73,0
adam webster,27,6.0,DF,27,23,1985,0,0,0,0,2,0,1.8,0.2,1,27,9,0,75,26
mason mount,23,12.0,"MF,FW",48,40,3296,6,4,0,0,8,0,4.0,6.0,0,76,17,0,234,23
kieffer moore,29,15.0,FW,27,12,1279,4,0,0,0,1,0,4.4,0.3,0,34,3,0,57,14
dean henderson,25,16.0,GK,54,54,4860,0,0,0,0,6,0,0.0,0.0,0,116,23,54,303,48
alphonse areola,29,14.0,GK,5,2,309,0,0,0,0,0,0,0.0,0.0,0,7,0,9,7,116
rayan ait-nouri,21,13.0,DF,42,18,2152,2,0,0,0,8,0,1.4,2.0,2,64,16,154,207,77
matt targett,26,4.0,DF,17,6,610,0,0,0,0,1,0,0.0,0.4,0,6,3,0,35,2
hugo bueno,19,13.0,DF,21,16,1310,0,1,0,0,1,0,0.2,1.3,0,29,3,0,41,29
reece james,22,12.0,"DF,MF",32,28,2488,2,2,0,0,8,0,2.0,6.0,0,35,3,0,89,11
manuel akanji,27,1.0,DF,29,24,2287,0,1,0,0,2,0,1.3,0.4,0,23,7,0,82,112
alexander isak,22,4.0,FW,44,34,3044,20,2,4,0,6,0,16.4,4.4,0,75,15,108,248,172
alex mighten,20,16.0,FW,1,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
cole palmer,20,1.0,"MF,FW",14,2,370,0,1,0,0,1,0,1.2,0.6,0,4,1,0,19,244
saman ghoddos,28,9.0,"MF,FW",30,0,278,0,0,0,0,0,0,0.0,0.8,0,60,11,108,163,26
will hughes,27,11.0,MF,27,7,842,1,1,0,0,4,0,0.3,0.9,0,11,1,0,41,61
fred,29,3.0,MF,280,96,9992,16,16,0,0,48,0,16.0,23.199999999999996,0,132,16,0,296,11
facundo buonanotte,17,6.0,"FW,MF",13,6,565,1,1,0,0,2,0,1.4,0.5,0,12,1,0,26,57
rodri,26,1.0,MF,504,476,40754,28,84,0,0,70,0,64.4,57.400000000000013,0,483,112,0,1645,159
douglas luiz,24,7.0,MF,37,33,2927,6,6,0,0,6,1,2.8,4.4,0,35,13,0,142,148
luke harris,17,10.0,"MF,FW",3,0,13,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,2
martin dubravka,33,4.0,GK,2,1,157,0,0,0,0,0,0,0.0,0.0,0,1,1,10,11,75
lisandro martinez,24,3.0,DF,108,96,8456,4,0,0,0,24,0,2.0,1.2,1,126,31,206,364,15
david ozoh,17,11.0,FW,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,8
nathaniel phillips,25,5.0,DF,8,4,264,0,0,0,0,0,0,0.0,0.0,0,4,1,0,17,0
harry toffolo,26,16.0,DF,19,9,940,0,0,0,0,2,0,0.3,0.8,0,17,2,0,30,52
jack harrison,25,19.0,"FW,MF",108,102,8124,15,21,0,0,6,0,14.100000000000001,15.299999999999999,1,111,15,0,289,92
tom cairney,31,10.0,MF,33,6,988,2,0,0,0,2,0,1.5,1.4,0,13,1,0,53,70
jacob ramsey,21,7.0,"MF,FW",35,31,2636,6,7,0,0,5,0,5.0,5.1,1,33,11,0,135,29
christian nørgaard,28,9.0,MF,22,21,1763,1,3,0,0,6,0,1.6,3.1,0,23,6,0,71,74
marcos senesi,25,15.0,DF,31,29,2491,2,0,0,0,7,0,1.6,0.5,0,55,5,0,69,102
victor lindelof,28,3.0,DF,20,14,1365,0,0,0,0,1,0,0.3,0.1,0,16,6,0,57,62
marc guehi,22,11.0,DF,37,37,3329,1,0,0,0,8,0,1.5,0.5,1,46,9,0,95,66
david brooks,25,15.0,"FW,MF",6,2,173,0,0,0,0,1,0,0.3,0.2,0,4,0,0,5,23
seamus coleman,33,17.0,DF,23,20,1656,1,0,0,0,1,0,0.4,0.9,0,25,5,0,63,30
mateo kovacic,28,12.0,MF,27,17,1707,1,2,0,0,8,0,1.8,2.1,0,25,4,0,53,59
jack hinshelwood,17,6.0,FW,2,0,4,0,0,0,0,0,0,0.0,0.0,0,9,4,0,54,42
davinson sanchez,26,8.0,DF,72,32,3432,0,0,0,0,4,0,2.4,1.6,0,157,28,156,410,0
bryan mbeumo,22,9.0,FW,114,108,8718,27,24,3,0,15,0,29.099999999999998,22.799999999999997,0,40,11,0,159,127
luis diaz,25,5.0,FW,17,11,996,4,2,0,0,2,0,2.5,1.5,0,11,4,0,62,142
alex iwobi,26,17.0,"MF,FW",38,38,3378,2,7,0,0,2,0,2.5,6.1,0,56,9,0,126,102
jamaal lascelles,28,4.0,DF,7,2,218,0,0,0,0,4,0,0.1,0.0,0,5,0,0,3,46
christian eriksen,30,3.0,MF,28,25,2048,1,8,0,0,3,0,5.0,4.2,0,25,13,0,103,48
joel veltman,30,6.0,DF,31,25,2188,1,1,0,0,6,0,1.8,0.7,0,29,10,0,95,49
thomas partey,29,2.0,MF,66,56,4966,6,0,0,0,10,0,4.4,3.0,1,48,13,0,114,24
kaoru mitoma,25,6.0,"FW,MF",33,24,2318,7,5,0,0,0,0,8.1,6.4,0,35,8,0,138,74
trevoh chalobah,23,12.0,DF,50,36,3216,0,0,0,0,8,0,1.8,0.6,1,28,5,0,50,39
pablo sarabia,30,13.0,"FW,MF",26,18,1530,2,0,0,0,6,0,6.2,1.6,0,64,14,108,175,99
julian alvarez,22,1.0,"FW,MF",31,13,1465,9,0,1,0,0,0,7.0,1.8,0,16,5,0,103,158
allan saint-maximin,25,4.0,FW,75,36,3360,3,15,0,0,3,0,4.8000000000000007,13.799999999999999,0,69,15,108,214,0
ben johnson,22,14.0,DF,68,36,3464,0,0,0,0,0,0,0.4,0.8,0,122,18,0,303,17
diogo dalot,23,3.0,DF,26,24,2154,1,2,0,0,6,0,2.5,1.9,0,34,10,0,102,111
ollie watkins,26,7.0,FW,37,36,3127,15,6,1,1,4,0,16.5,3.8,0,40,13,0,175,228
diego carlos,29,7.0,DF,3,2,205,0,0,0,0,0,0,0.4,0.0,0,3,0,0,4,55
taiwo awoniyi,24,16.0,FW,27,17,1404,10,1,0,0,2,0,6.6,1.1,0,29,5,0,100,67
marek rodak,25,10.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,2,1,2,7,-1
pape matar sarr,19,8.0,"MF,FW",33,6,654,0,3,0,0,3,0,0.30000000000000004,0.89999999999999991,0,66,11,108,162,86
david datro fofana,19,12.0,FW,3,1,70,0,0,0,0,0,0,0.2,0.1,,,,,,50
ederson,28,1.0,GK,70,70,6300,0,2,0,0,6,0,0.0,0.4,0,87,20,46,273,112
marc cucurella,24,12.0,DF,24,21,1671,0,2,0,0,4,0,0.4,0.6,0,20,6,0,65,44
james milner,36,5.0,"MF,DF",93,21,2739,0,3,0,0,6,0,1.2000000000000002,2.7,0,47,6,0,131,28
angelo ogbonna,34,14.0,DF,16,13,1237,0,0,0,0,0,0,0.3,0.2,0,19,4,0,44,19
ben pearson,27,15.0,MF,14,6,572,0,0,0,0,2,0,0.0,0.0,0,65,10,0,161,0
fabian schar,30,4.0,DF,36,36,3206,1,3,0,0,7,0,4.9,3.3,1,28,15,0,139,123
david raya,26,9.0,GK,38,38,3420,0,0,0,0,1,0,0.1,0.1,1,46,12,154,166,135
ben doak,16,5.0,FW,2,0,26,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,1
cesar azpilicueta,32,12.0,DF,50,32,3054,0,0,0,0,6,0,0.8,2.2,1,76,14,108,193,0
luke shaw,27,3.0,DF,31,30,2552,1,2,0,0,8,0,1.1,3.6,0,35,12,0,124,31
jaidon anthony,22,15.0,"MF,FW",30,11,1257,3,1,0,0,2,0,2.2,1.0,0,29,2,0,61,3
ben mee,32,9.0,DF,37,37,3269,3,1,0,0,2,0,3.2,1.3,0,40,12,0,143,39
japhet tanganga,23,8.0,DF,4,2,146,0,0,0,0,0,0,0.0,0.0,0,5,0,0,4,0
james tarkowski,29,17.0,DF,114,114,10260,3,3,0,0,18,0,9.3,8.7,0,92,12,0,195,117
giulian biancone,22,16.0,DF,2,0,17,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,0
declan rice,23,14.0,MF,37,36,3273,4,1,0,1,5,0,2.4,3.2,0,50,9,0,116,165
keane lewis-potter,21,9.0,"FW,MF",40,12,1284,0,4,0,0,0,0,2.0,4.8,0,35,4,0,84,73
virgil van dijk,31,5.0,DF,32,32,2835,3,1,0,0,3,0,2.6,1.2,0,36,11,0,127,117
jason steele,31,6.0,GK,30,30,2700,0,2,0,0,2,0,0.0,0.2,1,78,15,37,217,42
lewis dunk,30,6.0,DF,108,108,9717,3,0,0,0,12,0,5.1,3.0,1,59,14,0,143,89
aaron ramsdale,24,2.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0,43,14,94,143,20
