,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
753,wilson-esbrand,0,0,0,0,38,0
754,winks,0,0,0,0,44,0
755,wissa,7,17,0,0,53,111
756,wood,4,9,0,0,56,53
757,wormleighton,0,0,0,0,40,0
758,worrall,5,44,0,0,42,61
759,wright,0,0,0,0,40,0
760,wober,2,23,0,0,44,25
761,xande silva,0,0,0,0,50,0
762,xhaka,13,35,0,0,48,153
763,yarmolyuk,0,0,0,0,45,0
764,yates,5,36,0,0,50,53
765,young,9,28,0,0,43,87
766,zabarnyi,0,5,0,0,45,7
767,zaha,5,34,0,0,72,95
768,zakaria,2,5,0,0,49,13
769,zanka,4,15,1,0,39,45
770,zemura,5,31,0,0,42,47
771,zinchenko,10,28,0,0,50,99
772,ziyech,2,7,0,0,55,33
773,zouma,7,29,0,0,44,88
774,zych,0,0,0,0,40,0
775,alex moreno,7,10,0,0,45,72
776,alvarez,5,16,0,0,61,103
777,ødegaard,13,38,0,0,69,212
