,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
540,chris wood,NZL,FW,Burnley,28,33,32,"2,741",12,3,2,2,0,0,13.0,1.9
541,granit xhaka,SUI,"MF,DF",Arsenal,27,31,29,"2,522",1,2,0,0,7,1,0.9,1.5
542,andriy yarmolenko,UKR,"FW,MF",West Ham,30,15,1,375,0,1,0,0,3,0,0.3,0.8
543,deandre yedlin,USA,DF,Newcastle Utd,27,6,5,436,0,0,0,0,0,0,0.1,0.1
544,okay yokuslu,TUR,MF,West Brom,26,16,15,"1,317",0,1,0,0,4,0,0.9,0.7
545,,,,,,,,,,,,,,,,
546,wilfried zaha,CIV,FW,Crystal Palace,27,30,29,"2,612",11,2,2,2,6,0,8.1,3.1
547,andre-frank zambo anguissa,CMR,MF,Fulham,24,36,29,"2,587",0,3,0,0,6,0,1.6,2.5
548,andi zeqiri,SUI,"FW,DF",Brighton,21,9,0,171,0,0,0,0,0,0,0.7,0.1
549,oleksandr zinchenko,UKR,DF,Manchester City,23,20,15,"1,478",0,0,0,0,0,0,0.7,0.9
550,hakim ziyech,MAR,"MF,FW",Chelsea,27,23,15,"1,172",2,3,0,0,3,0,1.9,3.6
551,kurt zouma,FRA,DF,Chelsea,25,24,22,"2,029",5,0,0,0,3,0,2.0,0.1
