,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
541,adam webster,ENG,DF,Brighton,26,22,16,"1,434",2,0,0,0,5,0,0.9,0.0
542,wout weghorst,NED,FW,Burnley,28,20,17,"1,450",2,3,0,0,3,0,4.8,1.5
543,danny welbeck,ENG,"FW,MF",Brighton,30,25,15,"1,478",6,2,0,0,0,0,6.6,1.2
544,timo werner,GER,"FW,MF",Chelsea,25,21,15,"1,283",4,1,0,0,1,0,6.8,0.3
545,,,,,,,,,,,,,,,,
546,ashley westwood,ENG,MF,Burnley,31,27,26,"2,287",0,3,0,0,7,0,0.6,4.1
547,ben white,ENG,DF,Arsenal,23,32,32,"2,880",0,0,0,0,3,0,1.0,1.3
548,brandon williams,ENG,DF,Norwich City,20,26,23,"2,120",0,1,0,0,8,0,0.2,1.9
549,neco williams,WAL,DF,Liverpool,20,1,0,8,0,1,0,0,0,0,0.0,0.7
550,joe willock,ENG,MF,Newcastle Utd,21,29,24,"2,038",2,0,0,0,0,0,3.2,1.2
551,callum wilson,ENG,FW,Newcastle Utd,29,18,16,"1,386",8,0,2,2,4,0,6.2,0.5
552,harry winks,ENG,MF,Tottenham,25,19,9,912,0,1,0,0,2,0,0.1,1.5
553,yoane wissa,COD,FW,Brentford,24,30,12,"1,284",7,1,0,0,0,0,3.1,0.9
554,chris wood,NZL,FW,Burnley,29,17,17,"1,367",3,0,0,0,1,0,4.2,0.5
555,chris wood,NZL,FW,Newcastle Utd,29,17,15,"1,327",2,0,1,1,0,0,3.1,1.1
556,freddie woodman,ENG,GK,Newcastle Utd,24,4,4,360,0,0,0,0,0,0,0.0,0.0
557,granit xhaka,SUI,"MF,DF",Arsenal,28,27,27,"2,327",1,2,0,0,10,1,1.4,2.3
558,andriy yarmolenko,UKR,"FW,MF",West Ham,31,19,1,316,1,0,0,0,1,0,0.8,0.3
559,ashley young,ENG,"DF,FW",Aston Villa,36,24,10,"1,250",0,2,0,0,2,0,0.4,1.0
560,nathan young-coombes,ENG,MF,Brentford,18,1,0,4,0,0,0,0,0,0,0.0,0.0
561,wilfried zaha,CIV,FW,Crystal Palace,28,33,31,"2,760",14,1,5,7,6,1,9.5,5.1
562,christoph zimmermann,GER,DF,Norwich City,28,3,2,157,0,0,0,0,0,0,0.0,0.0
563,oleksandr zinchenko,UKR,DF,Manchester City,24,15,10,"1,047",0,4,0,0,0,0,0.5,2.7
564,hakim ziyech,MAR,"MF,FW",Chelsea,28,23,14,"1,319",4,3,0,0,3,0,3.4,2.9
565,kurt zouma,FRA,DF,West Ham,26,24,24,"2,078",1,0,0,0,1,0,1.1,0.1
