,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
538,boubacar traore,MLI,MF,Wolves,20,10,4,411,0,1,0,0,2,0,0.1,0.2
539,mark travers,IRL,GK,Bournemouth,23,12,11,"1,035",0,0,0,0,0,0,0.0,0.0
540,kieran trippier,ENG,DF,Newcastle Utd,31,38,38,"3,341",1,7,0,0,5,0,0.9,12.4
541,leandro trossard,BEL,FW,Arsenal,27,20,10,931,1,10,0,0,0,0,1.8,4.7
542,leandro trossard,BEL,"FW,MF",Brighton,27,16,16,"1,315",7,2,0,0,1,0,4.4,2.1
543,kostas tsimikas,GRE,DF,Liverpool,26,20,9,771,0,4,0,0,3,0,0.3,1.5
544,deniz undav,GER,"FW,MF",Brighton,26,22,6,628,5,0,0,0,2,0,4.5,1.1
545,,,,,,,,,,,,,,,,
546,yan valery,TUN,DF,Southampton,23,1,1,45,0,0,0,0,0,0,0.0,0.0
547,virgil van dijk,NED,DF,Liverpool,31,32,32,"2,835",3,1,0,0,3,0,2.6,1.2
548,raphael varane,FRA,DF,Manchester Utd,29,24,22,"1,911",0,0,0,0,1,0,0.7,0.2
549,jamie vardy,ENG,FW,Leicester City,35,37,19,"1,857",3,4,0,1,1,0,6.7,1.4
550,joel veltman,NED,DF,Brighton,30,31,25,"2,188",1,1,0,0,6,0,1.8,0.7
551,fabio vieira,POR,"MF,FW",Arsenal,22,22,3,514,1,2,0,0,0,0,0.8,2.5
552,matias vina,URU,DF,Bournemouth,24,12,5,458,2,0,0,0,1,0,0.9,0.2
553,ruben vinagre,POR,"DF,MF",Everton,23,2,0,26,0,0,0,0,0,0,0.0,0.0
554,carlos vinicius,BRA,FW,Fulham,27,28,11,"1,109",5,2,0,0,3,0,3.3,0.8
555,theo walcott,ENG,"FW,MF",Southampton,33,20,13,"1,129",2,2,0,0,1,0,2.2,2.0
556,kyle walker,ENG,DF,Manchester City,32,27,22,"1,958",0,0,0,0,3,0,0.4,0.2
557,kyle walker-peters,ENG,DF,Southampton,25,31,30,"2,650",1,0,0,0,4,0,1.0,1.4
558,aaron wan-bissaka,ENG,DF,Manchester Utd,24,19,16,"1,435",0,0,0,0,2,0,1.2,1.0
559,danny ward,WAL,GK,Leicester City,29,26,26,"2,340",0,0,0,0,0,0,0.0,0.0
560,joel ward,ENG,DF,Crystal Palace,32,28,24,"2,256",1,0,0,0,6,0,1.1,0.4
561,james ward-prowse,ENG,MF,Southampton,27,38,38,"3,371",9,4,2,4,6,0,5.7,6.2
562,ollie watkins,ENG,FW,Aston Villa,26,37,36,"3,127",15,6,1,2,4,0,16.5,3.8
563,adam webster,ENG,DF,Brighton,27,27,23,"1,985",0,0,0,0,2,0,1.8,0.2
564,wout weghorst,NED,"FW,MF",Manchester Utd,29,17,10,797,0,1,0,0,1,0,2.0,1.2
565,danny welbeck,ENG,FW,Brighton,31,31,21,"1,854",6,3,0,0,0,0,9.4,4.3
566,ben white,ENG,DF,Arsenal,24,38,36,"3,055",2,5,0,0,5,0,1.3,3.2
567,harvey white,ENG,MF,Tottenham,20,1,0,5,0,0,0,0,0,0,0.0,0.0
568,joseph whitworth,ENG,GK,Crystal Palace,18,2,2,180,0,0,0,0,0,0,0.0,0.0
569,neco williams,WAL,DF,Nott'ham Forest,21,31,20,"1,882",1,0,0,0,7,0,1.3,1.4
570,willian,BRA,FW,Fulham,33,27,25,"2,126",5,5,0,0,2,0,3.4,4.4
571,,,,,,,,,,,,,,,,
572,joe willock,ENG,MF,Newcastle Utd,22,35,31,"2,558",3,6,0,0,1,0,7.0,6.0
573,callum wilson,ENG,FW,Newcastle Utd,30,31,21,"1,877",18,5,3,3,4,0,17.4,2.7
574,harry wilson,WAL,FW,Fulham,25,29,13,"1,100",2,3,0,0,1,0,2.0,0.9
575,yoane wissa,COD,FW,Brentford,25,38,16,"1,606",7,3,0,0,3,0,5.7,2.5
576,maximilian wober,AUT,DF,Leeds United,24,16,14,"1,266",0,0,0,0,3,0,0.7,0.6
577,chris wood,NZL,FW,Newcastle Utd,30,18,4,446,2,0,1,1,0,0,1.8,0.3
578,chris wood,NZL,FW,Nott'ham Forest,30,7,5,372,1,0,0,0,0,0,1.0,0.2
579,joe worrall,ENG,DF,Nott'ham Forest,25,30,21,"2,224",1,0,0,0,6,0,0.8,0.8
580,granit xhaka,SUI,MF,Arsenal,29,37,36,"2,993",7,7,0,0,4,0,4.7,5.2
581,ryan yates,ENG,MF,Nott'ham Forest,24,26,21,"1,837",0,2,0,0,5,0,2.3,1.2
582,ashley young,ENG,DF,Aston Villa,37,29,23,"2,036",1,0,0,0,7,0,0.5,1.0
583,illia zabarnyi,UKR,DF,Bournemouth,19,5,3,299,0,0,0,0,0,0,0.0,0.0
584,wilfried zaha,CIV,"FW,MF",Crystal Palace,29,27,27,"2,288",7,2,0,2,5,0,6.5,2.7
585,denis zakaria,SUI,MF,Chelsea,25,7,5,411,0,0,0,0,0,0,0.2,0.0
586,jordan zemura,ZIM,DF,Bournemouth,22,19,17,"1,454",0,1,0,0,1,0,0.4,1.9
587,oleksandr zinchenko,UKR,DF,Arsenal,25,27,26,"2,118",1,2,0,0,3,0,1.4,1.4
588,hakim ziyech,MAR,"FW,MF",Chelsea,29,18,6,661,0,3,0,0,1,0,0.6,2.2
589,kurt zouma,FRA,DF,West Ham,27,25,24,"1,989",2,0,0,0,0,0,2.2,0.1
